num_voters,num_questions,num_choices,tally_time,decrypt_time
100,10,9,0.320,1.339
100,10,9,0.321,1.327
100,10,9,0.314,1.355
100,10,9,0.316,1.326
100,10,9,0.319,1.315
100,10,9,0.315,1.320
100,10,9,0.316,1.306
100,10,10,0.355,1.461
100,10,10,0.355,1.471
100,10,10,0.360,1.461
100,10,10,0.355,1.452
100,10,10,0.358,1.445
500,1,1,0.033,0.028
500,1,1,0.035,0.027
500,1,1,0.036,0.028
500,1,1,0.036,0.027
500,1,1,0.036,0.026
500,1,2,0.052,0.043
500,1,2,0.053,0.042
500,1,2,0.056,0.041
500,1,2,0.053,0.041
500,1,2,0.050,0.040
500,1,3,0.075,0.056
500,1,3,0.073,0.055
500,1,3,0.072,0.057
500,1,3,0.069,0.056
500,1,3,0.076,0.056
500,1,4,0.085,0.070
500,1,4,0.089,0.070
500,1,4,0.087,0.069
500,1,4,0.083,0.068
500,1,4,0.088,0.070
500,1,5,0.103,0.088
500,1,5,0.105,0.083
500,1,5,0.102,0.083
500,1,5,0.106,0.084
500,1,5,0.105,0.103
500,1,6,0.125,0.099
500,1,6,0.118,0.099
500,1,6,0.126,0.098
500,1,6,0.120,0.100
500,1,6,0.121,0.098
500,1,7,0.138,0.113
500,1,7,0.143,0.112
500,1,7,0.142,0.115
500,1,7,0.137,0.113
500,1,7,0.134,0.122
500,1,9,0.171,0.141
500,1,9,0.175,0.141
500,1,9,0.177,0.145
500,1,9,0.216,0.150
500,1,9,0.175,0.141
500,1,9,0.176,0.141
500,1,9,0.179,0.141
500,1,9,0.180,0.141
500,1,9,0.177,0.144
500,1,9,0.188,0.144
500,1,10,0.232,0.181
500,1,10,0.194,0.162
500,1,10,0.202,0.157
500,1,10,0.190,0.157
500,1,10,0.197,0.156
500,2,1,0.053,0.041
500,2,1,0.052,0.041
500,2,1,0.053,0.041
500,2,1,0.057,0.042
500,2,1,0.054,0.040
500,2,2,0.087,0.069
500,2,2,0.086,0.070
500,2,2,0.085,0.070
500,2,2,0.093,0.072
500,2,2,0.088,0.069
500,2,3,0.122,0.102
500,2,3,0.117,0.098
500,2,3,0.114,0.097
500,2,3,0.122,0.097
500,2,3,0.119,0.098
500,2,4,0.154,0.126
500,2,4,0.155,0.130
500,2,4,0.166,0.128
500,2,4,0.156,0.125
500,2,4,0.161,0.147
500,2,5,0.210,0.178
500,2,5,0.209,0.160
500,2,5,0.185,0.158
500,2,5,0.187,0.162
500,2,5,0.190,0.160
500,2,6,0.210,0.187
500,2,6,0.219,0.187
500,2,6,0.218,0.185
500,2,6,0.219,0.189
500,2,6,0.222,0.188
500,2,7,0.253,0.216
500,2,7,0.252,0.213
500,2,7,0.259,0.211
500,2,7,0.257,0.216
500,2,7,0.251,0.214
500,2,9,0.335,0.275
500,2,9,0.347,0.285
500,2,9,0.330,0.271
500,2,9,0.327,0.275
500,2,9,0.328,0.271
500,2,9,0.331,0.273
500,2,9,0.324,0.274
500,2,9,0.342,0.276
500,2,9,0.330,0.274
500,2,9,0.403,0.275
500,2,10,0.392,0.304
500,2,10,0.363,0.306
500,2,10,0.372,0.323
500,2,10,0.465,0.325
500,2,10,0.366,0.303
500,3,1,0.070,0.055
500,3,1,0.068,0.054
500,3,1,0.075,0.059
500,3,1,0.070,0.055
500,3,1,0.071,0.059
500,3,2,0.117,0.098
500,3,2,0.115,0.101
500,3,2,0.129,0.100
500,3,2,0.120,0.098
500,3,2,0.122,0.099
500,3,3,0.173,0.142
500,3,3,0.185,0.146
500,3,3,0.172,0.142
500,3,3,0.171,0.146
500,3,3,0.169,0.147
500,3,4,0.225,0.191
500,3,4,0.225,0.190
500,3,4,0.220,0.185
500,3,4,0.221,0.184
500,3,4,0.242,0.186
500,3,5,0.270,0.232
500,3,5,0.276,0.228
500,3,5,0.270,0.223
500,3,5,0.279,0.230
500,3,5,0.274,0.232
500,3,6,0.326,0.283
500,3,6,0.329,0.288
500,3,6,0.322,0.273
500,3,6,0.329,0.291
500,3,6,0.323,0.269
500,3,7,0.367,0.311
500,3,7,0.361,0.313
500,3,7,0.365,0.321
500,3,7,0.361,0.312
500,3,7,0.354,0.311
500,3,9,0.478,0.396
500,3,9,0.467,0.391
500,3,9,0.456,0.407
500,3,9,0.459,0.402
500,3,9,0.464,0.395
500,3,9,0.458,0.396
500,3,9,0.456,0.406
500,3,9,0.463,0.391
500,3,9,0.465,0.393
500,3,9,0.468,0.398
500,3,10,0.488,0.428
500,3,10,0.493,0.424
500,3,10,0.482,0.427
500,3,10,0.505,0.429
500,3,10,0.498,0.424
500,4,1,0.080,0.070
500,4,1,0.079,0.072
500,4,1,0.080,0.068
500,4,1,0.093,0.070
500,4,1,0.082,0.074
500,4,2,0.148,0.121
500,4,2,0.150,0.127
500,4,2,0.148,0.125
500,4,2,0.149,0.125
500,4,2,0.149,0.126
500,4,3,0.212,0.183
500,4,3,0.211,0.183
500,4,3,0.210,0.184
500,4,3,0.215,0.184
500,4,3,0.211,0.183
500,4,4,0.286,0.248
500,4,4,0.275,0.238
500,4,4,0.281,0.241
500,4,4,0.274,0.238
500,4,4,0.277,0.243
500,4,5,0.339,0.297
500,4,5,0.344,0.301
500,4,5,0.341,0.298
500,4,5,0.341,0.297
500,4,5,0.340,0.297
500,4,6,0.412,0.353
500,4,6,0.407,0.354
500,4,6,0.415,0.351
500,4,6,0.404,0.358
500,4,6,0.406,0.356
500,4,7,0.490,0.410
500,4,7,0.468,0.411
500,4,7,0.483,0.415
500,4,7,0.478,0.415
500,4,7,0.485,0.445
500,4,9,0.608,0.536
500,4,9,0.631,0.538
500,4,9,0.610,0.522
500,4,9,0.613,0.533
500,4,9,0.626,0.567
500,4,9,0.687,0.582
500,4,9,0.628,0.538
500,4,9,0.646,0.543
500,4,9,0.630,0.539
500,4,9,0.651,0.536
500,4,10,0.702,0.593
500,4,10,0.711,0.593
500,4,10,0.695,0.592
500,4,10,0.689,0.585
500,4,10,0.687,0.589
500,5,1,0.104,0.083
500,5,1,0.104,0.084
500,5,1,0.107,0.084
500,5,1,0.103,0.084
500,5,1,0.104,0.088
500,5,2,0.192,0.159
500,5,2,0.187,0.156
500,5,2,0.188,0.160
500,5,2,0.186,0.156
500,5,2,0.189,0.158
500,5,3,0.273,0.230
500,5,3,0.277,0.229
500,5,3,0.276,0.236
500,5,3,0.278,0.227
500,5,3,0.293,0.234
500,5,4,0.363,0.303
500,5,4,0.373,0.311
500,5,4,0.355,0.302
500,5,4,0.352,0.307
500,5,4,0.353,0.306
500,5,5,0.442,0.378
500,5,5,0.439,0.386
500,5,5,0.436,0.369
500,5,5,0.426,0.371
500,5,5,0.426,0.371
500,5,6,0.509,0.441
500,5,6,0.510,0.439
500,5,6,0.516,0.441
500,5,6,0.517,0.438
500,5,6,0.509,0.440
500,5,7,0.592,0.514
500,5,7,0.606,0.524
500,5,7,0.615,0.518
500,5,7,0.639,0.529
500,5,7,0.605,0.518
500,5,9,0.769,0.652
500,5,9,0.753,0.655
500,5,9,0.783,0.661
500,5,9,0.764,0.687
500,5,9,0.779,0.657
500,5,9,0.768,0.656
500,5,9,0.758,0.655
500,5,9,0.761,0.660
500,5,9,0.769,0.658
500,5,9,0.753,0.653
500,5,10,0.836,0.737
500,5,10,0.842,0.729
500,5,10,0.849,0.722
500,5,10,0.846,0.729
500,5,10,0.858,0.723
500,6,1,0.115,0.097
500,6,1,0.116,0.096
500,6,1,0.119,0.098
500,6,1,0.117,0.096
500,6,1,0.119,0.101
500,6,2,0.216,0.185
500,6,2,0.225,0.179
500,6,2,0.210,0.183
500,6,2,0.213,0.189
500,6,2,0.211,0.184
500,6,3,0.312,0.275
500,6,3,0.310,0.271
500,6,3,0.313,0.270
500,6,3,0.312,0.269
500,6,3,0.311,0.268
500,6,4,0.405,0.357
500,6,4,0.405,0.357
500,6,4,0.407,0.355
500,6,4,0.402,0.355
500,6,4,0.408,0.354
500,6,5,0.509,0.435
500,6,5,0.506,0.439
500,6,5,0.507,0.437
500,6,5,0.508,0.445
500,6,5,0.505,0.442
500,6,6,0.608,0.527
500,6,6,0.600,0.520
500,6,6,0.608,0.524
500,6,6,0.598,0.525
500,6,6,0.605,0.528
500,6,7,0.738,0.621
500,6,7,0.702,0.612
500,6,7,0.706,0.610
500,6,7,0.697,0.606
500,6,7,0.703,0.614
500,6,9,0.901,0.783
500,6,9,0.901,0.784
500,6,9,0.901,0.781
500,6,9,0.897,0.779
500,6,9,0.906,0.778
500,6,9,0.899,0.778
500,6,9,0.902,0.784
500,6,9,0.902,0.794
500,6,9,0.901,0.787
500,6,9,0.898,0.779
500,6,10,1.001,0.861
500,6,10,1.016,0.873
500,6,10,1.015,0.870
500,6,10,1.010,0.867
500,6,10,1.039,0.873
500,7,1,0.133,0.112
500,7,1,0.133,0.113
500,7,1,0.131,0.112
500,7,1,0.132,0.112
500,7,1,0.137,0.111
500,7,2,0.250,0.214
500,7,2,0.267,0.211
500,7,2,0.252,0.219
500,7,2,0.267,0.212
500,7,2,0.252,0.212
500,7,3,0.362,0.315
500,7,3,0.367,0.314
500,7,3,0.360,0.309
500,7,3,0.361,0.313
500,7,3,0.363,0.314
500,7,4,0.478,0.413
500,7,4,0.479,0.413
500,7,4,0.481,0.411
500,7,4,0.480,0.414
500,7,4,0.481,0.414
500,7,5,0.594,0.513
500,7,5,0.594,0.519
500,7,5,0.608,0.509
500,7,5,0.614,0.522
500,7,5,0.615,0.518
500,7,6,0.718,0.620
500,7,6,0.706,0.623
500,7,6,0.704,0.610
500,7,6,0.720,0.616
500,7,6,0.716,0.611
500,7,7,0.838,0.717
500,7,7,0.817,0.710
500,7,7,0.818,0.715
500,7,7,0.823,0.712
500,7,7,0.821,0.712
500,7,9,1.056,0.908
500,7,9,1.056,0.917
500,7,9,1.055,0.914
500,7,9,1.048,0.908
500,7,9,1.046,0.909
500,7,9,1.051,0.928
500,7,9,1.054,0.907
500,7,9,1.064,0.920
500,7,9,1.052,0.912
500,7,9,1.052,0.906
500,7,10,1.163,1.006
500,7,10,1.172,1.027
500,7,10,1.173,1.014
500,7,10,1.149,1.003
500,7,10,1.169,1.003
500,9,1,0.164,0.143
500,9,1,0.164,0.140
500,9,1,0.163,0.142
500,9,1,0.164,0.143
500,9,1,0.163,0.142
500,9,2,0.311,0.268
500,9,2,0.309,0.266
500,9,2,0.310,0.274
500,9,2,0.311,0.268
500,9,2,0.315,0.272
500,9,3,0.458,0.396
500,9,3,0.458,0.403
500,9,3,0.459,0.398
500,9,3,0.458,0.400
500,9,3,0.460,0.405
500,9,4,0.611,0.526
500,9,4,0.601,0.521
500,9,4,0.603,0.522
500,9,4,0.618,0.524
500,9,4,0.604,0.522
500,9,5,0.759,0.662
500,9,5,0.761,0.660
500,9,5,0.753,0.658
500,9,5,0.752,0.661
500,9,5,0.758,0.671
500,9,6,0.899,0.789
500,9,6,0.909,0.807
500,9,6,0.898,0.781
500,9,6,0.911,0.781
500,9,6,0.895,0.794
500,9,7,1.075,0.913
500,9,7,1.051,0.920
500,9,7,1.057,0.913
500,9,7,1.047,0.910
500,9,7,1.038,0.907
500,9,9,1.343,1.164
500,9,9,1.354,1.183
500,9,9,1.354,1.166
500,9,9,1.347,1.168
500,9,9,1.331,1.170
500,9,9,1.352,1.168
500,9,9,1.368,1.185
500,9,9,1.354,1.179
500,9,9,1.358,1.180
500,9,9,1.334,1.202
500,9,10,1.518,1.322
500,9,10,1.503,1.304
500,9,10,1.512,1.300
500,9,10,1.497,1.310
500,9,10,1.490,1.295
500,9,1,0.166,0.139
500,9,1,0.169,0.139
500,9,1,0.162,0.142
500,9,1,0.164,0.140
500,9,1,0.169,0.141
500,9,2,0.296,0.269
500,9,2,0.364,0.310
500,9,2,0.306,0.268
500,9,2,0.307,0.281
500,9,2,0.306,0.269
500,9,3,0.462,0.396
500,9,3,0.461,0.399
500,9,3,0.460,0.399
500,9,3,0.455,0.397
500,9,3,0.452,0.410
500,9,4,0.598,0.528
500,9,4,0.605,0.523
500,9,4,0.595,0.529
500,9,4,0.600,0.524
500,9,4,0.600,0.522
500,9,5,0.743,0.655
500,9,5,0.742,0.653
500,9,5,0.742,0.649
500,9,5,0.742,0.653
500,9,5,0.770,0.664
500,9,6,0.899,0.781
500,9,6,0.901,0.780
500,9,6,0.909,0.786
500,9,6,0.898,0.788
500,9,6,0.917,0.803
500,9,7,1.047,0.944
500,9,7,1.049,0.907
500,9,7,1.064,0.916
500,9,7,1.040,0.906
500,9,7,1.035,0.914
500,9,9,1.344,1.186
500,9,9,1.350,1.175
500,9,9,1.336,1.177
500,9,9,1.335,1.170
500,9,9,1.336,1.175
500,9,9,1.343,1.153
500,9,9,1.339,1.174
500,9,9,1.334,1.173
500,9,9,1.342,1.175
500,9,9,1.360,1.169
500,9,10,1.487,1.299
500,9,10,1.502,1.263
500,9,10,1.442,1.254
500,9,10,1.443,1.246
500,9,10,1.437,1.281
500,10,1,0.177,0.152
500,10,1,0.176,0.153
500,10,1,0.176,0.155
500,10,1,0.185,0.153
500,10,1,0.180,0.151
500,10,2,0.349,0.315
500,10,2,0.332,0.301
500,10,2,0.341,0.298
500,10,2,0.341,0.292
500,10,2,0.335,0.297
500,10,3,0.502,0.440
500,10,3,0.498,0.435
500,10,3,0.498,0.466
500,10,3,0.498,0.432
500,10,3,0.501,0.448
500,10,4,0.658,0.578
500,10,4,0.642,0.571
500,10,4,0.662,0.567
500,10,4,0.645,0.570
500,10,4,0.638,0.569
500,10,5,0.818,0.713
500,10,5,0.821,0.702
500,10,5,0.822,0.720
500,10,5,0.813,0.720
500,10,5,0.833,0.718
500,10,6,0.961,0.851
500,10,6,0.935,0.844
500,10,6,0.948,0.859
500,10,6,0.951,0.850
500,10,6,0.945,0.843
500,10,7,1.116,0.980
500,10,7,1.137,0.993
500,10,7,1.180,1.014
500,10,7,1.150,1.002
500,10,7,1.145,0.979
500,10,9,1.454,1.261
500,10,9,1.427,1.253
500,10,9,1.458,1.261
500,10,9,1.432,1.274
500,10,9,1.425,1.254
500,10,9,1.462,1.260
500,10,9,1.463,1.249
500,10,9,1.468,1.290
500,10,9,1.456,1.278
500,10,9,1.439,1.262
500,10,10,1.585,1.401
500,10,10,1.607,1.397
500,10,10,1.738,1.412
500,10,10,1.616,1.423
500,10,10,1.611,1.401
1000,1,1,0.058,0.035
1000,1,1,0.057,0.034
1000,1,1,0.056,0.034
1000,1,1,0.057,0.042
1000,1,1,0.057,0.034
1000,1,2,0.089,0.048
1000,1,2,0.088,0.049
1000,1,2,0.089,0.049
1000,1,2,0.089,0.049
1000,1,2,0.090,0.049
1000,1,3,0.121,0.063
1000,1,3,0.121,0.062
1000,1,3,0.121,0.065
1000,1,3,0.121,0.063
1000,1,3,0.122,0.062
1000,1,4,0.153,0.078
1000,1,4,0.153,0.075
1000,1,4,0.154,0.077
1000,1,4,0.155,0.078
1000,1,4,0.167,0.076
1000,1,5,0.182,0.085
1000,1,5,0.184,0.091
1000,1,5,0.184,0.091
1000,1,5,0.190,0.090
1000,1,5,0.185,0.089
1000,1,6,0.217,0.105
1000,1,6,0.221,0.103
1000,1,6,0.224,0.106
1000,1,6,0.220,0.105
1000,1,6,0.219,0.106
1000,1,7,0.252,0.120
1000,1,7,0.255,0.118
1000,1,7,0.249,0.116
1000,1,7,0.245,0.122
1000,1,7,0.253,0.119
1000,1,9,0.310,0.149
1000,1,9,0.319,0.147
1000,1,9,0.319,0.149
1000,1,9,0.316,0.149
1000,1,9,0.344,0.149
1000,1,9,0.328,0.146
1000,1,9,0.315,0.158
1000,1,9,0.326,0.158
1000,1,9,0.318,0.149
1000,1,9,0.318,0.148
1000,1,10,0.355,0.166
1000,1,10,0.376,0.160
1000,1,10,0.353,0.165
1000,1,10,0.370,0.164
1000,1,10,0.358,0.161
1000,2,1,0.090,0.048
1000,2,1,0.090,0.048
1000,2,1,0.094,0.059
1000,2,1,0.093,0.048
1000,2,1,0.089,0.048
1000,2,2,0.153,0.076
1000,2,2,0.154,0.076
1000,2,2,0.155,0.076
1000,2,2,0.154,0.077
1000,2,2,0.151,0.081
1000,2,3,0.222,0.105
1000,2,3,0.218,0.107
1000,2,3,0.228,0.106
1000,2,3,0.227,0.106
1000,2,3,0.233,0.107
1000,2,4,0.291,0.136
1000,2,4,0.289,0.134
1000,2,4,0.285,0.135
1000,2,4,0.277,0.133
1000,2,4,0.283,0.134
1000,2,5,0.359,0.170
1000,2,5,0.343,0.160
1000,2,5,0.344,0.162
1000,2,5,0.347,0.160
1000,2,5,0.351,0.161
1000,2,6,0.413,0.188
1000,2,6,0.397,0.190
1000,2,6,0.398,0.187
1000,2,6,0.412,0.190
1000,2,6,0.401,0.185
1000,2,7,0.474,0.225
1000,2,7,0.469,0.220
1000,2,7,0.466,0.221
1000,2,7,0.471,0.222
1000,2,7,0.495,0.218
1000,2,9,0.597,0.277
1000,2,9,0.620,0.276
1000,2,9,0.602,0.277
1000,2,9,0.624,0.282
1000,2,9,0.621,0.278
1000,2,9,0.611,0.272
1000,2,9,0.607,0.268
1000,2,9,0.595,0.277
1000,2,9,0.602,0.278
1000,2,9,0.606,0.270
1000,2,10,0.675,0.305
1000,2,10,0.677,0.305
1000,2,10,0.680,0.307
1000,2,10,0.687,0.306
1000,2,10,0.669,0.305
1000,3,1,0.122,0.063
1000,3,1,0.122,0.063
1000,3,1,0.123,0.059
1000,3,1,0.120,0.063
1000,3,1,0.119,0.064
1000,3,2,0.214,0.105
1000,3,2,0.216,0.105
1000,3,2,0.219,0.105
1000,3,2,0.227,0.105
1000,3,2,0.218,0.104
1000,3,3,0.309,0.150
1000,3,3,0.313,0.148
1000,3,3,0.316,0.147
1000,3,3,0.316,0.151
1000,3,3,0.321,0.147
1000,3,4,0.417,0.200
1000,3,4,0.411,0.193
1000,3,4,0.404,0.194
1000,3,4,0.419,0.188
1000,3,4,0.413,0.190
1000,3,5,0.508,0.221
1000,3,5,0.505,0.229
1000,3,5,0.502,0.237
1000,3,5,0.502,0.235
1000,3,5,0.504,0.238
1000,3,6,0.599,0.267
1000,3,6,0.591,0.276
1000,3,6,0.607,0.267
1000,3,6,0.595,0.277
1000,3,6,0.593,0.279
1000,3,7,0.698,0.316
1000,3,7,0.692,0.316
1000,3,7,0.726,0.322
1000,3,7,0.676,0.322
1000,3,7,0.700,0.329
1000,3,9,0.912,0.404
1000,3,9,0.888,0.410
1000,3,9,0.899,0.400
1000,3,9,0.886,0.404
1000,3,9,0.881,0.401
1000,3,9,0.894,0.401
1000,3,9,0.900,0.391
1000,3,9,0.929,0.414
1000,3,9,0.932,0.418
1000,3,9,0.907,0.405
1000,3,10,0.998,0.448
1000,3,10,0.998,0.447
1000,3,10,0.983,0.457
1000,3,10,0.987,0.424
1000,3,10,0.980,0.439
1000,4,1,0.154,0.078
1000,4,1,0.159,0.078
1000,4,1,0.152,0.077
1000,4,1,0.153,0.077
1000,4,1,0.155,0.075
1000,4,2,0.286,0.126
1000,4,2,0.286,0.135
1000,4,2,0.278,0.132
1000,4,2,0.280,0.133
1000,4,2,0.281,0.133
1000,4,3,0.430,0.196
1000,4,3,0.428,0.190
1000,4,3,0.427,0.191
1000,4,3,0.404,0.192
1000,4,3,0.401,0.188
1000,4,4,0.551,0.250
1000,4,4,0.527,0.241
1000,4,4,0.536,0.249
1000,4,4,0.559,0.254
1000,4,4,0.548,0.237
1000,4,5,0.644,0.304
1000,4,5,0.665,0.301
1000,4,5,0.668,0.295
1000,4,5,0.657,0.309
1000,4,5,0.659,0.306
1000,4,6,0.805,0.370
1000,4,6,0.787,0.354
1000,4,6,0.804,0.367
1000,4,6,0.770,0.365
1000,4,6,0.803,0.363
1000,4,7,0.926,0.417
1000,4,7,0.938,0.418
1000,4,7,0.933,0.414
1000,4,7,0.932,0.415
1000,4,7,0.912,0.426
1000,4,9,1.167,0.538
1000,4,9,1.166,0.526
1000,4,9,1.166,0.532
1000,4,9,1.181,0.553
1000,4,9,1.184,0.532
1000,4,9,1.190,0.520
1000,4,9,1.194,0.532
1000,4,9,1.160,0.521
1000,4,9,1.168,0.526
1000,4,9,1.168,0.533
1000,4,10,1.328,0.581
1000,4,10,1.310,0.578
1000,4,10,1.299,0.577
1000,4,10,1.338,0.590
1000,4,10,1.293,0.576
1000,5,1,0.187,0.090
1000,5,1,0.188,0.091
1000,5,1,0.183,0.095
1000,5,1,0.185,0.089
1000,5,1,0.188,0.091
1000,5,2,0.346,0.165
1000,5,2,0.344,0.162
1000,5,2,0.344,0.167
1000,5,2,0.346,0.160
1000,5,2,0.349,0.162
1000,5,3,0.516,0.236
1000,5,3,0.497,0.231
1000,5,3,0.496,0.226
1000,5,3,0.490,0.236
1000,5,3,0.510,0.231
1000,5,4,0.655,0.306
1000,5,4,0.655,0.294
1000,5,4,0.662,0.308
1000,5,4,0.664,0.302
1000,5,4,0.655,0.303
1000,5,5,0.824,0.367
1000,5,5,0.826,0.373
1000,5,5,0.808,0.376
1000,5,5,0.825,0.370
1000,5,5,0.824,0.373
1000,5,6,0.978,0.449
1000,5,6,0.975,0.437
1000,5,6,0.973,0.453
1000,5,6,0.982,0.439
1000,5,6,0.967,0.433
1000,5,7,1.133,0.512
1000,5,7,1.161,0.512
1000,5,7,1.117,0.514
1000,5,7,1.167,0.513
1000,5,7,1.165,0.518
1000,5,9,1.481,0.660
1000,5,9,1.473,0.656
1000,5,9,1.457,0.649
1000,5,9,1.455,0.650
1000,5,9,1.449,0.645
1000,5,9,1.447,0.650
1000,5,9,1.424,0.645
1000,5,9,1.454,0.649
1000,5,9,1.433,0.643
1000,5,9,1.482,0.647
1000,5,10,1.695,0.744
1000,5,10,1.705,0.733
1000,5,10,1.621,0.718
1000,5,10,1.598,0.714
1000,5,10,1.587,0.726
1000,6,1,0.217,0.105
1000,6,1,0.219,0.112
1000,6,1,0.213,0.104
1000,6,1,0.216,0.106
1000,6,1,0.217,0.108
1000,6,2,0.406,0.194
1000,6,2,0.421,0.196
1000,6,2,0.411,0.191
1000,6,2,0.431,0.187
1000,6,2,0.423,0.192
1000,6,3,0.610,0.279
1000,6,3,0.604,0.275
1000,6,3,0.604,0.275
1000,6,3,0.590,0.276
1000,6,3,0.596,0.270
1000,6,4,0.774,0.363
1000,6,4,0.771,0.355
1000,6,4,0.784,0.362
1000,6,4,0.801,0.362
1000,6,4,0.783,0.343
1000,6,5,0.981,0.445
1000,6,5,0.960,0.440
1000,6,5,0.965,0.438
1000,6,5,1.004,0.444
1000,6,5,1.046,0.452
1000,6,6,1.262,0.549
1000,6,6,1.147,0.524
1000,6,6,1.160,0.553
1000,6,6,1.157,0.530
1000,6,6,1.144,0.519
1000,6,7,1.339,0.622
1000,6,7,1.378,0.612
1000,6,7,1.392,0.612
1000,6,7,1.364,0.612
1000,6,7,1.374,0.602
1000,6,9,1.735,0.785
1000,6,9,1.757,0.791
1000,6,9,1.770,0.773
1000,6,9,1.705,0.791
1000,6,9,1.718,0.764
1000,6,9,1.736,0.787
1000,6,9,1.749,0.779
1000,6,9,1.710,0.777
1000,6,9,1.756,0.781
1000,6,9,1.744,0.768
1000,6,10,1.934,0.854
1000,6,10,1.902,0.857
1000,6,10,1.894,0.855
1000,6,10,1.909,0.852
1000,6,10,1.942,0.878
1000,7,1,0.250,0.123
1000,7,1,0.261,0.116
1000,7,1,0.259,0.119
1000,7,1,0.253,0.125
1000,7,1,0.257,0.127
1000,7,2,0.480,0.221
1000,7,2,0.479,0.220
1000,7,2,0.477,0.218
1000,7,2,0.473,0.216
1000,7,2,0.473,0.219
1000,7,3,0.687,0.313
1000,7,3,0.700,0.311
1000,7,3,0.693,0.319
1000,7,3,0.690,0.317
1000,7,3,0.688,0.316
1000,7,4,0.908,0.415
1000,7,4,0.911,0.417
1000,7,4,0.903,0.405
1000,7,4,0.901,0.409
1000,7,4,0.917,0.404
1000,7,5,1.158,0.513
1000,7,5,1.121,0.520
1000,7,5,1.119,0.507
1000,7,5,1.124,0.521
1000,7,5,1.115,0.498
1000,7,6,1.327,0.612
1000,7,6,1.341,0.611
1000,7,6,1.330,0.607
1000,7,6,1.346,0.613
1000,7,6,1.383,0.605
1000,7,7,1.570,0.705
1000,7,7,1.568,0.709
1000,7,7,1.596,0.708
1000,7,7,1.594,0.710
1000,7,7,1.597,0.707
1000,7,9,2.027,0.897
1000,7,9,2.006,0.903
1000,7,9,2.004,0.898
1000,7,9,2.054,0.917
1000,7,9,2.067,0.919
1000,7,9,2.078,0.926
1000,7,9,2.026,0.902
1000,7,9,2.015,0.898
1000,7,9,2.002,0.891
1000,7,9,2.039,0.905
1000,7,10,2.223,1.015
1000,7,10,2.271,0.988
1000,7,10,2.233,1.016
1000,7,10,2.285,1.018
1000,7,10,2.257,0.996
1000,9,1,0.312,0.150
1000,9,1,0.309,0.148
1000,9,1,0.310,0.148
1000,9,1,0.320,0.146
1000,9,1,0.325,0.143
1000,9,2,0.600,0.277
1000,9,2,0.599,0.276
1000,9,2,0.601,0.270
1000,9,2,0.598,0.278
1000,9,2,0.592,0.267
1000,9,3,0.889,0.410
1000,9,3,0.870,0.403
1000,9,3,0.875,0.409
1000,9,3,0.878,0.403
1000,9,3,0.892,0.400
1000,9,4,1.142,0.527
1000,9,4,1.178,0.533
1000,9,4,1.164,0.536
1000,9,4,1.153,0.527
1000,9,4,1.167,0.520
1000,9,5,1.435,0.638
1000,9,5,1.438,0.662
1000,9,5,1.449,0.659
1000,9,5,1.449,0.666
1000,9,5,1.488,0.659
1000,9,6,1.759,0.773
1000,9,6,1.712,0.778
1000,9,6,1.690,0.773
1000,9,6,1.725,0.780
1000,9,6,1.771,0.794
1000,9,7,2.004,0.886
1000,9,7,2.030,0.925
1000,9,7,2.026,0.902
1000,9,7,2.003,0.908
1000,9,7,1.989,0.898
1000,9,9,2.568,1.165
1000,9,9,2.597,1.162
1000,9,9,2.552,1.170
1000,9,9,2.600,1.169
1000,9,9,2.610,1.184
1000,9,9,2.630,1.171
1000,9,9,2.577,1.143
1000,9,9,2.558,1.144
1000,9,9,2.588,1.144
1000,9,9,2.608,1.161
1000,9,10,2.918,1.269
1000,9,10,2.835,1.276
1000,9,10,2.871,1.264
1000,9,10,2.839,1.257
1000,9,10,2.855,1.277
1000,9,1,0.315,0.150
1000,9,1,0.310,0.149
1000,9,1,0.313,0.146
1000,9,1,0.311,0.149
1000,9,1,0.323,0.150
1000,9,2,0.600,0.278
1000,9,2,0.612,0.272
1000,9,2,0.599,0.279
1000,9,2,0.608,0.278
1000,9,2,0.599,0.275
1000,9,3,0.863,0.399
1000,9,3,0.871,0.403
1000,9,3,0.891,0.402
1000,9,3,0.895,0.412
1000,9,3,0.885,0.397
1000,9,4,1.167,0.529
1000,9,4,1.181,0.533
1000,9,4,1.177,0.512
1000,9,4,1.183,0.522
1000,9,4,1.196,0.524
1000,9,5,1.439,0.650
1000,9,5,1.436,0.664
1000,9,5,1.452,0.666
1000,9,5,1.445,0.652
1000,9,5,1.454,0.649
1000,9,6,1.714,0.773
1000,9,6,1.709,0.779
1000,9,6,1.755,0.786
1000,9,6,1.734,0.797
1000,9,6,1.757,0.795
1000,9,7,2.035,0.902
1000,9,7,2.037,0.902
1000,9,7,2.030,0.913
1000,9,7,2.019,0.912
1000,9,7,2.045,0.894
1000,9,9,2.592,1.149
1000,9,9,2.582,1.131
1000,9,9,2.542,1.126
1000,9,9,2.574,1.164
1000,9,9,2.549,1.135
1000,9,9,2.556,1.138
1000,9,9,2.644,1.168
1000,9,9,2.619,1.179
1000,9,9,2.637,1.181
1000,9,9,2.591,1.146
1000,9,10,2.867,1.262
1000,9,10,2.856,1.259
1000,9,10,2.928,1.284
1000,9,10,2.931,1.279
1000,9,10,2.857,1.276
1000,10,1,0.344,0.159
1000,10,1,0.348,0.158
1000,10,1,0.347,0.163
